"DATE","TIME PERIOD","NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.US.Z0Z.4F.EC.SS_CIN.IDX)"
"2005-05-25","25 May 2005","0.0272"
"2005-05-26","26 May 2005","0.0276"
"2005-05-27","27 May 2005","0.0224"
"2005-05-30","30 May 2005","0.0222"
"2005-05-31","31 May 2005","0.0307"
"2005-06-01","01 Jun 2005","0.0451"
"2005-06-02","02 Jun 2005","0.0353"
"2005-06-03","03 Jun 2005","0.0385"
"2005-06-06","06 Jun 2005","0.0348"
"2005-06-07","07 Jun 2005","0.0322"
"2005-06-08","08 Jun 2005","0.0377"
"2005-06-09","09 Jun 2005","0.0353"
"2005-06-10","10 Jun 2005","0.0393"
"2005-06-13","13 Jun 2005","0.0338"
"2005-06-14","14 Jun 2005","0.0283"
"2005-06-15","15 Jun 2005","0.0246"
"2005-06-16","16 Jun 2005","0.0236"
"2005-06-17","17 Jun 2005","0.0208"
"2005-06-20","20 Jun 2005","0.0180"
"2005-06-21","21 Jun 2005","0.0194"
"2005-06-22","22 Jun 2005","0.0214"
"2005-06-23","23 Jun 2005","0.0220"
"2005-06-24","24 Jun 2005","0.0229"
"2005-06-27","27 Jun 2005","0.0181"
"2005-06-28","28 Jun 2005","0.0204"
"2005-06-29","29 Jun 2005","0.0214"
"2005-06-30","30 Jun 2005","0.0264"
"2005-07-01","01 Jul 2005","0.0206"
"2005-07-04","04 Jul 2005","0.0169"
"2005-07-05","05 Jul 2005","0.0140"
"2005-07-06","06 Jul 2005","0.0174"
"2005-07-07","07 Jul 2005","0.0174"
"2005-07-08","08 Jul 2005","0.0188"
"2005-07-11","11 Jul 2005","0.0134"
"2005-07-12","12 Jul 2005","0.0182"
"2005-07-13","13 Jul 2005","0.0170"
"2005-07-14","14 Jul 2005","0.0133"
"2005-07-15","15 Jul 2005","0.0096"
"2005-07-18","18 Jul 2005","0.0107"
"2005-07-19","19 Jul 2005","0.0127"
"2005-07-20","20 Jul 2005","0.0121"
"2005-07-21","21 Jul 2005","0.0162"
"2005-07-22","22 Jul 2005","0.0118"
"2005-07-25","25 Jul 2005","0.0082"
"2005-07-26","26 Jul 2005","0.0054"
"2005-07-27","27 Jul 2005","0.0050"
"2005-07-28","28 Jul 2005","0.0065"
"2005-07-29","29 Jul 2005","0.0085"
"2005-08-01","01 Aug 2005","0.0056"
"2005-08-02","02 Aug 2005","0.0046"
"2005-08-03","03 Aug 2005","0.0066"
"2005-08-04","04 Aug 2005","0.0092"
"2005-08-05","05 Aug 2005","0.0185"
"2005-08-08","08 Aug 2005","0.0182"
"2005-08-09","09 Aug 2005","0.0190"
"2005-08-10","10 Aug 2005","0.0146"
"2005-08-11","11 Aug 2005","0.0133"
"2005-08-12","12 Aug 2005","0.0161"
"2005-08-15","15 Aug 2005","0.0149"
"2005-08-16","16 Aug 2005","0.0239"
"2005-08-17","17 Aug 2005","0.0216"
"2005-08-18","18 Aug 2005","0.0256"
"2005-08-19","19 Aug 2005","0.0208"
"2005-08-22","22 Aug 2005","0.0170"
"2005-08-23","23 Aug 2005","0.0181"
"2005-08-24","24 Aug 2005","0.0218"
"2005-08-25","25 Aug 2005","0.0203"
"2005-08-26","26 Aug 2005","0.0221"
"2005-08-29","29 Aug 2005","0.0219"
"2005-08-30","30 Aug 2005","0.0303"
"2005-08-31","31 Aug 2005","0.0445"
"2005-09-01","01 Sep 2005","0.0378"
"2005-09-02","02 Sep 2005","0.0335"
"2005-09-05","05 Sep 2005","0.0287"
"2005-09-06","06 Sep 2005","0.0283"
"2005-09-07","07 Sep 2005","0.0270"
"2005-09-08","08 Sep 2005","0.0304"
"2005-09-09","09 Sep 2005","0.0276"
"2005-09-12","12 Sep 2005","0.0209"
"2005-09-13","13 Sep 2005","0.0246"
"2005-09-14","14 Sep 2005","0.0257"
"2005-09-15","15 Sep 2005","0.0217"
"2005-09-16","16 Sep 2005","0.0226"
"2005-09-19","19 Sep 2005","0.0200"
"2005-09-20","20 Sep 2005","0.0221"
"2005-09-21","21 Sep 2005","0.0501"
"2005-09-22","22 Sep 2005","0.0395"
"2005-09-23","23 Sep 2005","0.0405"
"2005-09-26","26 Sep 2005","0.0374"
"2005-09-27","27 Sep 2005","0.0402"
"2005-09-28","28 Sep 2005","0.0425"
"2005-09-29","29 Sep 2005","0.0405"
"2005-09-30","30 Sep 2005","0.0372"
"2005-10-03","03 Oct 2005","0.0352"
"2005-10-04","04 Oct 2005","0.0392"
"2005-10-05","05 Oct 2005","0.0547"
"2005-10-06","06 Oct 2005","0.0482"
"2005-10-07","07 Oct 2005","0.0418"
"2005-10-10","10 Oct 2005","0.0396"
"2005-10-11","11 Oct 2005","0.0314"
"2005-10-12","12 Oct 2005","0.0320"
"2005-10-13","13 Oct 2005","0.0307"
"2005-10-14","14 Oct 2005","0.0302"
"2005-10-17","17 Oct 2005","0.0245"
"2005-10-18","18 Oct 2005","0.0286"
"2005-10-19","19 Oct 2005","0.0331"
"2005-10-20","20 Oct 2005","0.0346"
"2005-10-21","21 Oct 2005","0.0317"
"2005-10-24","24 Oct 2005","0.0281"
"2005-10-25","25 Oct 2005","0.0233"
"2005-10-26","26 Oct 2005","0.0219"
"2005-10-27","27 Oct 2005","0.0203"
"2005-10-28","28 Oct 2005","0.0177"
"2005-10-31","31 Oct 2005","0.0142"
"2005-11-01","01 Nov 2005","0.0111"
"2005-11-02","02 Nov 2005","0.0099"
"2005-11-03","03 Nov 2005","0.0079"
"2005-11-04","04 Nov 2005","0.0065"
"2005-11-07","07 Nov 2005","0.0055"
"2005-11-08","08 Nov 2005","0.0044"
"2005-11-09","09 Nov 2005","0.0044"
"2005-11-10","10 Nov 2005","0.0060"
"2005-11-11","11 Nov 2005","0.0049"
"2005-11-14","14 Nov 2005","0.0047"
"2005-11-15","15 Nov 2005","0.0060"
"2005-11-16","16 Nov 2005","0.0073"
"2005-11-17","17 Nov 2005","0.0056"
"2005-11-18","18 Nov 2005","0.0045"
"2005-11-21","21 Nov 2005","0.0037"
"2005-11-22","22 Nov 2005","0.0144"
"2005-11-23","23 Nov 2005","0.0120"
"2005-11-24","24 Nov 2005","0.0105"
"2005-11-25","25 Nov 2005","0.0100"
"2005-11-28","28 Nov 2005","0.0153"
"2005-11-29","29 Nov 2005","0.0168"
"2005-11-30","30 Nov 2005","0.0204"
"2005-12-01","01 Dec 2005","0.0223"
"2005-12-02","02 Dec 2005","0.0168"
"2005-12-05","05 Dec 2005","0.0148"
"2005-12-06","06 Dec 2005","0.0159"
"2005-12-07","07 Dec 2005","0.0189"
"2005-12-08","08 Dec 2005","0.0277"
"2005-12-09","09 Dec 2005","0.0282"
"2005-12-12","12 Dec 2005","0.0275"
"2005-12-13","13 Dec 2005","0.0231"
"2005-12-14","14 Dec 2005","0.0356"
"2005-12-15","15 Dec 2005","0.0272"
"2005-12-16","16 Dec 2005","0.0215"
"2005-12-19","19 Dec 2005","0.0159"
"2005-12-20","20 Dec 2005","0.0134"
"2005-12-21","21 Dec 2005","0.0096"
"2005-12-22","22 Dec 2005","0.0083"
"2005-12-23","23 Dec 2005","0.0073"
"2005-12-26","26 Dec 2005","0.0074"
"2005-12-27","27 Dec 2005","0.0099"
"2005-12-28","28 Dec 2005","0.0097"
"2005-12-29","29 Dec 2005","0.0097"
"2005-12-30","30 Dec 2005","0.0081"
"2006-01-02","02 Jan 2006","0.0090"
"2006-01-03","03 Jan 2006","0.0136"
"2006-01-04","04 Jan 2006","0.0106"
"2006-01-05","05 Jan 2006","0.0078"
"2006-01-06","06 Jan 2006","0.0140"
"2006-01-09","09 Jan 2006","0.0128"
"2006-01-10","10 Jan 2006","0.0099"
"2006-01-11","11 Jan 2006","0.0081"
"2006-01-12","12 Jan 2006","0.0076"
"2006-01-13","13 Jan 2006","0.0066"
"2006-01-16","16 Jan 2006","0.0056"
"2006-01-17","17 Jan 2006","0.0056"
"2006-01-18","18 Jan 2006","0.0056"
"2006-01-19","19 Jan 2006","0.0059"
"2006-01-20","20 Jan 2006","0.0205"
"2006-01-23","23 Jan 2006","0.0194"
"2006-01-24","24 Jan 2006","0.0142"
"2006-01-25","25 Jan 2006","0.0139"
"2006-01-26","26 Jan 2006","0.0126"
"2006-01-27","27 Jan 2006","0.0145"
"2006-01-30","30 Jan 2006","0.0123"
"2006-01-31","31 Jan 2006","0.0124"
"2006-02-01","01 Feb 2006","0.0116"
"2006-02-02","02 Feb 2006","0.0170"
"2006-02-03","03 Feb 2006","0.0190"
"2006-02-06","06 Feb 2006","0.0186"
"2006-02-07","07 Feb 2006","0.0256"
"2006-02-08","08 Feb 2006","0.0250"
"2006-02-09","09 Feb 2006","0.0226"
"2006-02-10","10 Feb 2006","0.0208"
"2006-02-13","13 Feb 2006","0.0196"
"2006-02-14","14 Feb 2006","0.0213"
"2006-02-15","15 Feb 2006","0.0277"
"2006-02-16","16 Feb 2006","0.0241"
"2006-02-17","17 Feb 2006","0.0247"
"2006-02-20","20 Feb 2006","0.0215"
"2006-02-21","21 Feb 2006","0.0195"
"2006-02-22","22 Feb 2006","0.0217"
"2006-02-23","23 Feb 2006","0.0269"
"2006-02-24","24 Feb 2006","0.0214"
"2006-02-27","27 Feb 2006","0.0136"
"2006-02-28","28 Feb 2006","0.0241"
"2006-03-01","01 Mar 2006","0.0214"
"2006-03-02","02 Mar 2006","0.0200"
"2006-03-03","03 Mar 2006","0.0191"
"2006-03-06","06 Mar 2006","0.0231"
"2006-03-07","07 Mar 2006","0.0250"
"2006-03-08","08 Mar 2006","0.0195"
"2006-03-09","09 Mar 2006","0.0185"
"2006-03-10","10 Mar 2006","0.0191"
"2006-03-13","13 Mar 2006","0.0162"
"2006-03-14","14 Mar 2006","0.0268"
"2006-03-15","15 Mar 2006","0.0203"
"2006-03-16","16 Mar 2006","0.0272"
"2006-03-17","17 Mar 2006","0.0212"
"2006-03-20","20 Mar 2006","0.0337"
"2006-03-21","21 Mar 2006","0.0377"
"2006-03-22","22 Mar 2006","0.0342"
"2006-03-23","23 Mar 2006","0.0335"
"2006-03-24","24 Mar 2006","0.0312"
"2006-03-27","27 Mar 2006","0.0275"
"2006-03-28","28 Mar 2006","0.0316"
"2006-03-29","29 Mar 2006","0.0282"
"2006-03-30","30 Mar 2006","0.0229"
"2006-03-31","31 Mar 2006","0.0193"
"2006-04-03","03 Apr 2006","0.0129"
"2006-04-04","04 Apr 2006","0.0097"
"2006-04-05","05 Apr 2006","0.0082"
"2006-04-06","06 Apr 2006","0.0075"
"2006-04-07","07 Apr 2006","0.0119"
"2006-04-10","10 Apr 2006","0.0096"
"2006-04-11","11 Apr 2006","0.0139"
"2006-04-12","12 Apr 2006","0.0136"
"2006-04-13","13 Apr 2006","0.0147"
"2006-04-14","14 Apr 2006","0.0169"
"2006-04-17","17 Apr 2006","0.0146"
"2006-04-18","18 Apr 2006","0.0233"
"2006-04-19","19 Apr 2006","0.0175"
"2006-04-20","20 Apr 2006","0.0163"
"2006-04-21","21 Apr 2006","0.0176"
"2006-04-24","24 Apr 2006","0.0224"
"2006-04-25","25 Apr 2006","0.0225"
"2006-04-26","26 Apr 2006","0.0183"
"2006-04-27","27 Apr 2006","0.0168"
"2006-04-28","28 Apr 2006","0.0149"
"2006-05-01","01 May 2006","0.0170"
"2006-05-02","02 May 2006","0.0150"
"2006-05-03","03 May 2006","0.0160"
"2006-05-04","04 May 2006","0.0161"
"2006-05-05","05 May 2006","0.0172"
"2006-05-08","08 May 2006","0.0135"
"2006-05-09","09 May 2006","0.0093"
"2006-05-10","10 May 2006","0.0088"
"2006-05-11","11 May 2006","0.0200"
"2006-05-12","12 May 2006","0.0269"
"2006-05-15","15 May 2006","0.0236"
"2006-05-16","16 May 2006","0.0238"
"2006-05-17","17 May 2006","0.0381"
"2006-05-18","18 May 2006","0.0409"
"2006-05-19","19 May 2006","0.0386"
"2006-05-22","22 May 2006","0.0517"
"2006-05-23","23 May 2006","0.0461"
"2006-05-24","24 May 2006","0.0429"
"2006-05-25","25 May 2006","0.0384"
"2006-05-26","26 May 2006","0.0324"
"2006-05-29","29 May 2006","0.0280"
"2006-05-30","30 May 2006","0.0391"
"2006-05-31","31 May 2006","0.0312"
"2006-06-01","01 Jun 2006","0.0256"
"2006-06-02","02 Jun 2006","0.0296"
"2006-06-05","05 Jun 2006","0.0285"
"2006-06-06","06 Jun 2006","0.0266"
"2006-06-07","07 Jun 2006","0.0227"
"2006-06-08","08 Jun 2006","0.0199"
"2006-06-09","09 Jun 2006","0.0155"
"2006-06-12","12 Jun 2006","0.0155"
"2006-06-13","13 Jun 2006","0.0191"
"2006-06-14","14 Jun 2006","0.0174"
"2006-06-15","15 Jun 2006","0.0148"
"2006-06-16","16 Jun 2006","0.0126"
"2006-06-19","19 Jun 2006","0.0121"
"2006-06-20","20 Jun 2006","0.0098"
"2006-06-21","21 Jun 2006","0.0088"
"2006-06-22","22 Jun 2006","0.0076"
"2006-06-23","23 Jun 2006","0.0070"
"2006-06-26","26 Jun 2006","0.0100"
"2006-06-27","27 Jun 2006","0.0096"
"2006-06-28","28 Jun 2006","0.0095"
"2006-06-29","29 Jun 2006","0.0072"
"2006-06-30","30 Jun 2006","0.0140"
"2006-07-03","03 Jul 2006","0.0108"
"2006-07-04","04 Jul 2006","0.0084"
"2006-07-05","05 Jul 2006","0.0083"
"2006-07-06","06 Jul 2006","0.0078"
"2006-07-07","07 Jul 2006","0.0072"
"2006-07-10","10 Jul 2006","0.0056"
"2006-07-11","11 Jul 2006","0.0073"
"2006-07-12","12 Jul 2006","0.0071"
"2006-07-13","13 Jul 2006","0.0085"
"2006-07-14","14 Jul 2006","0.0077"
"2006-07-17","17 Jul 2006","0.0067"
"2006-07-18","18 Jul 2006","0.0051"
"2006-07-19","19 Jul 2006","0.0061"
"2006-07-20","20 Jul 2006","0.0048"
"2006-07-21","21 Jul 2006","0.0045"
"2006-07-24","24 Jul 2006","0.0043"
"2006-07-25","25 Jul 2006","0.0039"
"2006-07-26","26 Jul 2006","0.0037"
"2006-07-27","27 Jul 2006","0.0041"
"2006-07-28","28 Jul 2006","0.0039"
"2006-07-31","31 Jul 2006","0.0043"
"2006-08-01","01 Aug 2006","0.0064"
"2006-08-02","02 Aug 2006","0.0103"
"2006-08-03","03 Aug 2006","0.0153"
"2006-08-04","04 Aug 2006","0.0234"
"2006-08-07","07 Aug 2006","0.0226"
"2006-08-08","08 Aug 2006","0.0234"
"2006-08-09","09 Aug 2006","0.0246"
"2006-08-10","10 Aug 2006","0.0247"
"2006-08-11","11 Aug 2006","0.0248"
"2006-08-14","14 Aug 2006","0.0195"
"2006-08-15","15 Aug 2006","0.0386"
"2006-08-16","16 Aug 2006","0.0438"
"2006-08-17","17 Aug 2006","0.0379"
"2006-08-18","18 Aug 2006","0.0338"
"2006-08-21","21 Aug 2006","0.0344"
"2006-08-22","22 Aug 2006","0.0353"
"2006-08-23","23 Aug 2006","0.0322"
"2006-08-24","24 Aug 2006","0.0286"
"2006-08-25","25 Aug 2006","0.0299"
"2006-08-28","28 Aug 2006","0.0276"
"2006-08-29","29 Aug 2006","0.0288"
"2006-08-30","30 Aug 2006","0.0304"
"2006-08-31","31 Aug 2006","0.0287"
"2006-09-01","01 Sep 2006","0.0275"
"2006-09-04","04 Sep 2006","0.0326"
"2006-09-05","05 Sep 2006","0.0277"
"2006-09-06","06 Sep 2006","0.0350"
"2006-09-07","07 Sep 2006","0.0355"
"2006-09-08","08 Sep 2006","0.0356"
"2006-09-11","11 Sep 2006","0.0330"
"2006-09-12","12 Sep 2006","0.0355"
"2006-09-13","13 Sep 2006","0.0307"
"2006-09-14","14 Sep 2006","0.0274"
"2006-09-15","15 Sep 2006","0.0261"
"2006-09-18","18 Sep 2006","0.0258"
"2006-09-19","19 Sep 2006","0.0266"
"2006-09-20","20 Sep 2006","0.0236"
"2006-09-21","21 Sep 2006","0.0364"
"2006-09-22","22 Sep 2006","0.0362"
"2006-09-25","25 Sep 2006","0.0369"
"2006-09-26","26 Sep 2006","0.0356"
"2006-09-27","27 Sep 2006","0.0316"
"2006-09-28","28 Sep 2006","0.0248"
"2006-09-29","29 Sep 2006","0.0207"
"2006-10-02","02 Oct 2006","0.0235"
"2006-10-03","03 Oct 2006","0.0196"
"2006-10-04","04 Oct 2006","0.0234"
"2006-10-05","05 Oct 2006","0.0200"
"2006-10-06","06 Oct 2006","0.0360"
"2006-10-09","09 Oct 2006","0.0285"
"2006-10-10","10 Oct 2006","0.0229"
"2006-10-11","11 Oct 2006","0.0198"
"2006-10-12","12 Oct 2006","0.0169"
"2006-10-13","13 Oct 2006","0.0167"
"2006-10-16","16 Oct 2006","0.0153"
"2006-10-17","17 Oct 2006","0.0164"
"2006-10-18","18 Oct 2006","0.0151"
"2006-10-19","19 Oct 2006","0.0158"
"2006-10-20","20 Oct 2006","0.0119"
"2006-10-23","23 Oct 2006","0.0117"
"2006-10-24","24 Oct 2006","0.0101"
"2006-10-25","25 Oct 2006","0.0105"
"2006-10-26","26 Oct 2006","0.0171"
"2006-10-27","27 Oct 2006","0.0232"
"2006-10-30","30 Oct 2006","0.0186"
"2006-10-31","31 Oct 2006","0.0219"
"2006-11-01","01 Nov 2006","0.0257"
"2006-11-02","02 Nov 2006","0.0221"
"2006-11-03","03 Nov 2006","0.0252"
"2006-11-06","06 Nov 2006","0.0251"
"2006-11-07","07 Nov 2006","0.0266"
"2006-11-08","08 Nov 2006","0.0209"
"2006-11-09","09 Nov 2006","0.0218"
"2006-11-10","10 Nov 2006","0.0207"
"2006-11-13","13 Nov 2006","0.0160"
"2006-11-14","14 Nov 2006","0.0154"
"2006-11-15","15 Nov 2006","0.0139"
"2006-11-16","16 Nov 2006","0.0128"
"2006-11-17","17 Nov 2006","0.0124"
"2006-11-20","20 Nov 2006","0.0109"
"2006-11-21","21 Nov 2006","0.0102"
"2006-11-22","22 Nov 2006","0.0150"
"2006-11-23","23 Nov 2006","0.0132"
"2006-11-24","24 Nov 2006","0.0183"
"2006-11-27","27 Nov 2006","0.0365"
"2006-11-28","28 Nov 2006","0.0462"
"2006-11-29","29 Nov 2006","0.0389"
"2006-11-30","30 Nov 2006","0.0402"
"2006-12-01","01 Dec 2006","0.0381"
"2006-12-04","04 Dec 2006","0.0365"
"2006-12-05","05 Dec 2006","0.0317"
"2006-12-06","06 Dec 2006","0.0262"
"2006-12-07","07 Dec 2006","0.0258"
"2006-12-08","08 Dec 2006","0.0299"
"2006-12-11","11 Dec 2006","0.0318"
"2006-12-12","12 Dec 2006","0.0251"
"2006-12-13","13 Dec 2006","0.0271"
"2006-12-14","14 Dec 2006","0.0257"
"2006-12-15","15 Dec 2006","0.0288"
"2006-12-18","18 Dec 2006","0.0256"
"2006-12-19","19 Dec 2006","0.0266"
"2006-12-20","20 Dec 2006","0.0195"
"2006-12-21","21 Dec 2006","0.0201"
"2006-12-22","22 Dec 2006","0.0228"
"2006-12-25","25 Dec 2006","0.0200"
"2006-12-26","26 Dec 2006","0.0174"
"2006-12-27","27 Dec 2006","0.0175"
"2006-12-28","28 Dec 2006","0.0169"
"2006-12-29","29 Dec 2006","0.0163"
"2007-01-01","01 Jan 2007","0.0176"
"2007-01-02","02 Jan 2007","0.0178"
"2007-01-03","03 Jan 2007","0.0187"
"2007-01-04","04 Jan 2007","0.0207"
"2007-01-05","05 Jan 2007","0.0257"
"2007-01-08","08 Jan 2007","0.0200"
"2007-01-09","09 Jan 2007","0.0182"
"2007-01-10","10 Jan 2007","0.0157"
"2007-01-11","11 Jan 2007","0.0151"
"2007-01-12","12 Jan 2007","0.0107"
"2007-01-15","15 Jan 2007","0.0088"
"2007-01-16","16 Jan 2007","0.0067"
"2007-01-17","17 Jan 2007","0.0070"
"2007-01-18","18 Jan 2007","0.0084"
"2007-01-19","19 Jan 2007","0.0073"
"2007-01-22","22 Jan 2007","0.0086"
"2007-01-23","23 Jan 2007","0.0074"
"2007-01-24","24 Jan 2007","0.0084"
"2007-01-25","25 Jan 2007","0.0170"
"2007-01-26","26 Jan 2007","0.0172"
"2007-01-29","29 Jan 2007","0.0162"
"2007-01-30","30 Jan 2007","0.0162"
"2007-01-31","31 Jan 2007","0.0198"
"2007-02-01","01 Feb 2007","0.0173"
"2007-02-02","02 Feb 2007","0.0137"
"2007-02-05","05 Feb 2007","0.0149"
"2007-02-06","06 Feb 2007","0.0143"
"2007-02-07","07 Feb 2007","0.0143"
"2007-02-08","08 Feb 2007","0.0148"
"2007-02-09","09 Feb 2007","0.0163"
"2007-02-12","12 Feb 2007","0.0153"
"2007-02-13","13 Feb 2007","0.0152"
"2007-02-14","14 Feb 2007","0.0219"
"2007-02-15","15 Feb 2007","0.0236"
"2007-02-16","16 Feb 2007","0.0181"
"2007-02-19","19 Feb 2007","0.0147"
"2007-02-20","20 Feb 2007","0.0106"
"2007-02-21","21 Feb 2007","0.0105"
"2007-02-22","22 Feb 2007","0.0096"
"2007-02-23","23 Feb 2007","0.0135"
"2007-02-26","26 Feb 2007","0.0157"
"2007-02-27","27 Feb 2007","0.0984"
"2007-02-28","28 Feb 2007","0.0792"
"2007-03-01","01 Mar 2007","0.0691"
"2007-03-02","02 Mar 2007","0.0670"
"2007-03-05","05 Mar 2007","0.0665"
"2007-03-06","06 Mar 2007","0.0536"
"2007-03-07","07 Mar 2007","0.0479"
"2007-03-08","08 Mar 2007","0.0398"
"2007-03-09","09 Mar 2007","0.0380"
"2007-03-12","12 Mar 2007","0.0334"
"2007-03-13","13 Mar 2007","0.0461"
"2007-03-14","14 Mar 2007","0.0410"
"2007-03-15","15 Mar 2007","0.0347"
"2007-03-16","16 Mar 2007","0.0328"
"2007-03-19","19 Mar 2007","0.0279"
"2007-03-20","20 Mar 2007","0.0239"
"2007-03-21","21 Mar 2007","0.0199"
"2007-03-22","22 Mar 2007","0.0156"
"2007-03-23","23 Mar 2007","0.0121"
"2007-03-26","26 Mar 2007","0.0096"
"2007-03-27","27 Mar 2007","0.0084"
"2007-03-28","28 Mar 2007","0.0090"
"2007-03-29","29 Mar 2007","0.0079"
"2007-03-30","30 Mar 2007","0.0062"
"2007-04-02","02 Apr 2007","0.0056"
"2007-04-03","03 Apr 2007","0.0056"
"2007-04-04","04 Apr 2007","0.0049"
"2007-04-05","05 Apr 2007","0.0043"
"2007-04-06","06 Apr 2007","0.0063"
"2007-04-09","09 Apr 2007","0.0091"
"2007-04-10","10 Apr 2007","0.0111"
"2007-04-11","11 Apr 2007","0.0147"
"2007-04-12","12 Apr 2007","0.0150"
"2007-04-13","13 Apr 2007","0.0151"
"2007-04-16","16 Apr 2007","0.0196"
"2007-04-17","17 Apr 2007","0.0206"
"2007-04-18","18 Apr 2007","0.0207"
"2007-04-19","19 Apr 2007","0.0207"
"2007-04-20","20 Apr 2007","0.0171"
"2007-04-23","23 Apr 2007","0.0186"
"2007-04-24","24 Apr 2007","0.0204"
"2007-04-25","25 Apr 2007","0.0185"
"2007-04-26","26 Apr 2007","0.0192"
"2007-04-27","27 Apr 2007","0.0178"
"2007-04-30","30 Apr 2007","0.0265"
"2007-05-01","01 May 2007","0.0233"
"2007-05-02","02 May 2007","0.0193"
"2007-05-03","03 May 2007","0.0169"
"2007-05-04","04 May 2007","0.0174"
"2007-05-07","07 May 2007","0.0150"
"2007-05-08","08 May 2007","0.0179"
"2007-05-09","09 May 2007","0.0163"
"2007-05-10","10 May 2007","0.0349"
"2007-05-11","11 May 2007","0.0274"
"2007-05-14","14 May 2007","0.0231"
"2007-05-15","15 May 2007","0.0201"
"2007-05-16","16 May 2007","0.0161"
"2007-05-17","17 May 2007","0.0197"
"2007-05-18","18 May 2007","0.0178"
"2007-05-21","21 May 2007","0.0147"
"2007-05-22","22 May 2007","0.0128"
"2007-05-23","23 May 2007","0.0116"
"2007-05-24","24 May 2007","0.0192"
"2007-05-25","25 May 2007","0.0167"
"2007-05-28","28 May 2007","0.0140"
"2007-05-29","29 May 2007","0.0127"
"2007-05-30","30 May 2007","0.0131"
"2007-05-31","31 May 2007","0.0113"
"2007-06-01","01 Jun 2007","0.0090"
"2007-06-04","04 Jun 2007","0.0080"
"2007-06-05","05 Jun 2007","0.0096"
"2007-06-06","06 Jun 2007","0.0132"
"2007-06-07","07 Jun 2007","0.0435"
"2007-06-08","08 Jun 2007","0.0444"
"2007-06-11","11 Jun 2007","0.0368"
"2007-06-12","12 Jun 2007","0.0473"
"2007-06-13","13 Jun 2007","0.0494"
"2007-06-14","14 Jun 2007","0.0412"
"2007-06-15","15 Jun 2007","0.0311"
"2007-06-18","18 Jun 2007","0.0235"
"2007-06-19","19 Jun 2007","0.0182"
"2007-06-20","20 Jun 2007","0.0220"
"2007-06-21","21 Jun 2007","0.0191"
"2007-06-22","22 Jun 2007","0.0203"
"2007-06-25","25 Jun 2007","0.0186"
"2007-06-26","26 Jun 2007","0.0154"
"2007-06-27","27 Jun 2007","0.0143"
"2007-06-28","28 Jun 2007","0.0119"
"2007-06-29","29 Jun 2007","0.0128"
"2007-07-02","02 Jul 2007","0.0145"
"2007-07-03","03 Jul 2007","0.0133"
"2007-07-04","04 Jul 2007","0.0145"
"2007-07-05","05 Jul 2007","0.0145"
"2007-07-06","06 Jul 2007","0.0115"
"2007-07-09","09 Jul 2007","0.0123"
"2007-07-10","10 Jul 2007","0.0381"
"2007-07-11","11 Jul 2007","0.0298"
"2007-07-12","12 Jul 2007","0.0269"
"2007-07-13","13 Jul 2007","0.0206"
"2007-07-16","16 Jul 2007","0.0175"
"2007-07-17","17 Jul 2007","0.0153"
"2007-07-18","18 Jul 2007","0.0159"
"2007-07-19","19 Jul 2007","0.0147"
"2007-07-20","20 Jul 2007","0.0193"
"2007-07-23","23 Jul 2007","0.0168"
"2007-07-24","24 Jul 2007","0.0234"
"2007-07-25","25 Jul 2007","0.0227"
"2007-07-26","26 Jul 2007","0.0529"
"2007-07-27","27 Jul 2007","0.0718"
"2007-07-30","30 Jul 2007","0.0640"
"2007-07-31","31 Jul 2007","0.0665"
"2007-08-01","01 Aug 2007","0.0653"
"2007-08-02","02 Aug 2007","0.0599"
"2007-08-03","03 Aug 2007","0.0795"
"2007-08-06","06 Aug 2007","0.0760"
"2007-08-07","07 Aug 2007","0.0688"
"2007-08-08","08 Aug 2007","0.0610"
"2007-08-09","09 Aug 2007","0.0887"
"2007-08-10","10 Aug 2007","0.0826"
"2007-08-13","13 Aug 2007","0.0799"
"2007-08-14","14 Aug 2007","0.0938"
"2007-08-15","15 Aug 2007","0.1178"
"2007-08-16","16 Aug 2007","0.1586"
"2007-08-17","17 Aug 2007","0.1749"
"2007-08-20","20 Aug 2007","0.1895"
"2007-08-21","21 Aug 2007","0.1878"
"2007-08-22","22 Aug 2007","0.1830"
"2007-08-23","23 Aug 2007","0.1747"
"2007-08-24","24 Aug 2007","0.1554"
"2007-08-27","27 Aug 2007","0.1414"
"2007-08-28","28 Aug 2007","0.1666"
"2007-08-29","29 Aug 2007","0.1727"
"2007-08-30","30 Aug 2007","0.1705"
"2007-08-31","31 Aug 2007","0.1540"
"2007-09-03","03 Sep 2007","0.1465"
"2007-09-04","04 Sep 2007","0.1285"
"2007-09-05","05 Sep 2007","0.1235"
"2007-09-06","06 Sep 2007","0.1135"
"2007-09-07","07 Sep 2007","0.1293"
"2007-09-10","10 Sep 2007","0.1408"
"2007-09-11","11 Sep 2007","0.1498"
"2007-09-12","12 Sep 2007","0.1490"
"2007-09-13","13 Sep 2007","0.1464"
"2007-09-14","14 Sep 2007","0.1360"
"2007-09-17","17 Sep 2007","0.1246"
"2007-09-18","18 Sep 2007","0.1347"
"2007-09-19","19 Sep 2007","0.1240"
"2007-09-20","20 Sep 2007","0.1315"
"2007-09-21","21 Sep 2007","0.1401"
"2007-09-24","24 Sep 2007","0.1348"
"2007-09-25","25 Sep 2007","0.1306"
